show_name,show_id,season,episode_num,episode_name,original_air_date,synopsis
Full House,1,8,1,Comet's Excellent Adventure,1994-09-27,"Michelle's dog, Comet, runs away. The Rippers no longer want Jesse in their band. D.J. ends a relationship with a rich boyfriend."
Full House,1,8,2,Breaking Away,1994-10-04,Rebecca and Jesse are apprehensive about their twin boys attending preschool. Stephanie becomes rebellious due to a friend's influence.
Full House,1,8,3,Making Out is Hard to Do,1994-10-11,Jesse's band replaces him with a new lead singer. Stephanie attends a coed party where boys and girls kiss.
Full House,1,8,4,I've Got a Secret,1994-10-18,Danny causes problems for Michelle when she joins a secret club. D.J. becomes jealous when Kimmy dates her former boyfriend. Jesse and Rebecca agree to divulge the names of their past loves.
Full House,1,8,5,"To Joey, with Love",1994-10-25,"Joey takes a job as a substitute teacher--in Michelle's classroom. PTA president, Mrs. Carruthers becomes Joey's not-so-secret admirer. Danny auditions to play bass guitar for Jesse."
Full House,1,8,6,"You Pet It, You Bought It",1994-11-01,"After earning $200 selling lemonade on a hot summer day, Michelle goes to a petting zoo and buys a donkey--creating havoc in the Tanner household."
Full House,1,8,7,On the Road Again,1994-11-08,"When Danny finds out that D.J. is secretly dating the guitarist in Jesse's new band, Danny forbids her to continue."
Full House,1,8,8,Claire and Present Danger,1994-11-22,"Danny and Gia's mom begin dating, which Stephanie and Gia find great but Michelle finds not so great. On Danny and Claire's date at the Smash Club, Michelle has a drastic change in style. D.J. discovers Viper is illiterate, leading to tension between them."
Full House,1,8,9,Stephanie's Wild Ride,1994-11-29,Stephanie and Gia go for a ride with some older boys whom they meet in a shopping mall-and who endanger their lives. Michelle's new computer game transforms everyone into video game addicts.
Full House,1,8,10,Under the Influence,1994-12-06,"Kimmy gets drunk on several occasions, disgusting D.J. The twins and Michelle feud."
Full House,1,8,11,Arrest Ye Merry Gentlemen,1994-12-13,Michelle and Jesse are almost arrested on Christmas Eve when a Scrooge-like merchant refuses to exchange a gift that Michelle bought for her dad.
Full House,1,8,12,D.J.'s Choice,1995-01-03,Both Nelson and Viper compete to be D.J.'s boyfriend. Nelson hires Frankie Valli to serenade her. Michelle leads the family on a crusade to clean up a vandalized playground.
Full House,1,8,13,The Producer,1995-01-10,Danny feels humiliated and quits when Rebecca is promoted to producer of the show.
Full House,1,8,14,Super Bowl Fun Day,1995-01-25,"When Joey has to take Michelle's science club on a field trip on Super Bowl Sunday, he brings them to a sports bar."
Full House,1,8,15,My Left and Right Foot,1995-01-31,Michelle has nightmares about her feet after her sisters tease her about how big they are growing. Rebecca upsets Jesse when she sings off key to the twins.
Full House,1,8,16,Air Jesse,1995-02-07,"When D.J and Kimmy plan a celebrity charity basketball game, D.J. recruits her family to play. Jesse is embarrassed to admit he can't play basketball. Jesse is coached by a pro--Kareem Abdul-Jabbar."
Full House,1,8,17,Dateless in San Francisco,1995-02-14,"Michelle gets a boyfriend for Valentine's Day, while Joey gets a secret admirer. When Jesse helps Danny plan an elaborate date with Claire, Rebecca feels neglected."
Full House,1,8,18,We Got the Beat,1995-02-21,"Stephanie, Gia, their friend Melissa from school, and Kimmy start a band, with Jesse as their manager. But they are more concerned with looks than rehearsing, and their performance is horrific. Danny and Joey try to use D.J.'s homework to get rich quick."
Full House,1,8,19,Taking the Plunge,1995-02-28,"It's D.J. to the rescue when she learns that Kimmy plans to elope with her new boyfriend, hoping that marriage will solve all her problems. Joey gets an opportunity to meet the Queen of England."
Full House,1,8,20,Up on the Roof,1995-03-14,"Jesse and Kimmy talk D.J. to pulling a 'classic' senior prank: lifting the principal's car up onto the roof of the school. Jesse, however, decides to take the blame when he is caught in the car after trying to put the hood up because it was raining, but D.J. decides to fess up. The principal, however, seems angry at first, but then confesses to D.J. his little secret: that he actually likes seeing who can pull the best prank on him. Michelle and Becky's cooking causes some bad digestion for the Tanners."
Full House,1,8,21,Leap of Faith,1995-03-21,Jesse tries to stop Rebecca from bungee jumping--but thinks it's okay if he takes risks. Michelle cons her dad into letting her go to a rock concert.
Full House,1,8,22,All Stood Up,1995-04-04,"Stephanie is upset when the boy she asks to a school dance never arrives. Danny confronts him, embarrassing Stephanie. Jesse tries relaxation to lower his high blood pressure but is annoyed by Kimmy's ostrich."
Full House,1,8,23,Michelle Rides Again (1),1995-05-23,"Michelle enters a horse riding competition and becomes friends with another contestant, Elizabeth. But when Danny and Elizabeth's mother put too much pressure on each of their children to win, Michelle and Elizabeth go off riding for fun instead of going through with the competition. When Michelle attempts to get her horse to jump over a log, the horse panics and Michelle is thrown off, hitting her head and being knocked unconscious."
Full House,1,8,24,Michelle Rides Again (2),1995-05-23,Michelle suffers from amnesia after a fall from a horse. D.J. isn't going to her senior prom--unless Kimmy can persuade her to go. Andrew wants to play Romeo with Stephanie.
Family Matters,2,1,1,The Mama Who Came to Dinner,1989-09-22,Mother Winslow asserts a little too much authority when she comes to live with her son Carl and his family.
Family Matters,2,1,2,Two-Income Family,1989-09-29,The Winslows must cut costs when Harriette loses her job as an elevator operator.
Family Matters,2,1,3,Short Story,1989-10-06,The Winslow family members have mixed reactions when they realize they are the characters in a story Rachel has sold to a magazine.
Family Matters,2,1,4,Rachel's First Date,1989-10-13,"Desperate for some time alone with Harriette, Carl encourages Rachel to start dating again."
Family Matters,2,1,5,Straight A's,1989-10-20,Eddie thinks he must be getting smarter when he comes home with perfect marks until he learns the truth--his friend Rodney has played a joke on him.
Family Matters,2,1,6,Mr. Badwrench,1989-11-03,Carl pushes a reluctant Eddie to try out for the high school baskeball team. Aunt Rachel experiments with gourmet recipes.
Family Matters,2,1,7,Body Damage,1989-11-10,"Carl is chosen to drive an antique police car in the Columbus Day parade, but Rachel wrecks the car and has to fix it before Carl finds out."
Family Matters,2,1,8,Stake-Out,1989-11-17,"While Carl unsuccessfully tries to install a shower, Rachel tries to convince everybody that her baby boy really can talk."
Family Matters,2,1,9,False Arrest,1989-11-24,"Harriette becomes jealous because Carl's new partner is beautiful, shapely -- and likes to bowl!"
Family Matters,2,1,10,Basketball Blues,1989-12-01,Carl arrests the Winslow family's favorite television star.
Family Matters,2,1,11,The Quilt,1989-12-08,Laura has a garage sale and mistakenly sells Mother Winslow's priceless 200-year-old quilt.
Family Matters,2,1,12,Laura's First Date,1989-12-15,Laura's first date turns into a nightmare when three boys arrive to take her to the school dance.
Family Matters,2,1,13,Man's Best Friend,1990-01-05,The children bring home a stray dog that has a habit of chewing on things--and Carl changes his mind about pets.
Family Matters,2,1,14,Baker's Dozens,1990-01-12,Policeman Carl Winslow's recipe for lemon tarts leads to a family business venture.
Family Matters,2,1,15,The Big Reunion,1990-01-19,Carl is too embarrassed to attend his high school reunion because of the weight he's gained.
Family Matters,2,1,16,The Party,1990-02-02,Things get out of control when the Winslow children are left alone for the evening.
Family Matters,2,1,17,The Big Fix,1990-02-09,"Eddie talks his sister Laura into going on a date with Steve Urkel, the school nerd."
Family Matters,2,1,18,Sitting Pretty,1990-02-16,"The Winslow home fills with children when Laura starts a baby-sitting service."
Family Matters,2,1,19,In a Jam,1990-02-23,"While Carl Winslow auditions for a job as a television traffic reporter, Eddie helps Steve with a school bully."
Family Matters,2,1,20,The Candidate,1990-03-16,Eddie runs for president of the freshman class because he thinks it will make him more popular with girls.
Family Matters,2,1,21,Bowl Me Over,1990-04-06,Battle lines are drawn in the Winslow family when the women challenge the men to a bowling match.
Family Matters,2,1,22,Rock Video,1990-04-27,Eddie Winslow starts his own band but becomes a little too 'star-struck.'
Family Matters,2,2,1,Rachel's Place,1990-09-21,"After Steve accidentally burns down the local hamburger joint, he suggests Rachel buy it and run it herself. With the help of Carl, Harriette and Mother Winslow, she does."
Family Matters,2,2,2,Torn Between Two Lovers,1990-09-21,Steve Urkel mistakenly believes Rachel is romantically attracted to him as she prepares a candle-lit dinner--for her loan officer.
Family Matters,2,2,3,Marriage 101,1990-09-28,"To her horror, Laura gets paired with Steve for a class project in which the participants pretend they are married.Harriette is depressed because Carl takes her for granted--until he recognizes the error of his ways."
Family Matters,2,2,4,Flashpants,1990-10-05,Harriette and Carl Winslow compete in a dance contest with Carl's police captain and his wife. Both men injure themselves but insist on continuing.
Family Matters,2,2,5,The Crash Course,1990-10-12,"Steve Urkel faces a future in military school when, to win Eddie Winslow's friendship, he falsely confesses to crashing the Winslow family car."
Family Matters,2,2,6,Boxcar Blues,1990-10-19,"While Carl Winslow chases a suspect, he gets trapped in a moving boxcar with Steve Urkel. Steve's uncertainty about choosing a career leads Carl to the realization that he should no longer pressure his own son to become a cop."
Family Matters,2,2,7,Dog Day Halloween,1990-10-26,"Carl must save Steve and Laura, who have been taken hostage during a Halloween robbery."
Family Matters,2,2,8,Cousin Urkel,1990-11-02,"When Steve goes out of town, his look-alike, sound-alike, act-alike cousin Myrtle, the belle of Biloxi, arrives and falls madly in love with Eddie."
